code,title,section,family,vector_set,eps,jpg,svg
315-88,Parken auf Gehwegen - ganz quer zur Fahrtrichtung rechts Mitte,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,315-88.jpg,
316,Parken und Reisen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,316.jpg,
316-50,Parken und Mitfahren,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,316-50.jpg,
317,Wandererparkplatz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,317.jpg,
318,Parkscheibe,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,318.jpg,
325.1,Beginn eines verkehrsberuhigten Bereichs,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,325.1.jpg,
325.1-40,Beginn eines verkehrsberuhigten Bereichs - doppelseitig (Rückseite Z 325.2),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
325.2,Ende eines verkehrsberuhigten Bereichs,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,325.2.jpg,
327,Tunnel,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,327.jpg,
327-50,Tunnel mit Längenangabe in m,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,327-50.jpg,
327-51,Tunnel mit Längenangabe in km,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,327-51.jpg,
328,Nothalte- und Pannenbucht,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,328.jpg,
330.1,Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,330.1.jpg,
330.2,Ende der Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,330.2.jpg,
331.1,Kraftfahrstraße,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,331.1.jpg,
331.2,Ende der Kraftfahrstraße,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,331.2.jpg,
332,Ausfahrttafel auf der Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,332.jpg,
332.1,Ausfahrttafel auf anderen Straßen außerhalb der Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,332.1.jpg,
332.1-20,Ausfahrttafel auf anderen Straßen außerhalb der Autobahn - in weiß,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,332.1-20.jpg,
333,Ausfahrt von der Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,333.jpg,
333.1,Ausfahrt von anderen Straßen außerhalb der Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,333.1.jpg,
333.1-20,Ausfahrt von anderen Straßen außerhalb der Autobahn - in weiß,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,333.1-20.jpg,
340,Leitlinie,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
341,Wartelinie,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
342,Haifischzähne,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-342/Z-342.eps,,HAIFISCHZAEHNE_342.svg
350,Fußgängerüberweg,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
350-10,Fußgängerüberweg - Aufstellung rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,350-10.jpg,
350-20,Fußgängerüberweg - Aufstellung links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,350-20.jpg,
350-40,Fußgängerüberweg - doppelseitig (-10/ -20),Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
350.1,Radschnellweg,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-350.1/Z-350.1.EPS,,RADSCHNELLWEG_350.1.svg
350.1-10,Radschnellweg – Aufstellung rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
350.1-20,Radschnellweg – Aufstellung links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
350.2,Ende des Radschnellwegs,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-350.2/Z-350.2.EPS,,ENDE_DES_RADSCHNELLWEGS_350.2.svg
350.2-10,Ende des Radschnellwegs - Aufstellung rechts,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
350.2-20,Ende des Radschnellwegs - Aufstellung links,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
354,Wasserschutzgebiet,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,354.jpg,
356,Verkehrshelfer,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,356.jpg,
357,Sackgasse,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,357.jpg,
357-50,Sackgasse - für Radverkehr und Fußgänger durchlässige Sackgasse,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,357-50.jpg,
357-51,Sackgasse - für Fußgänger durchlässige Sackgasse,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,357-51.jpg,
357-52,Sackgasse - für Radverkehr durchlässige Sackgasse,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,357-52.jpg,
358,Erste Hilfe,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,358.jpg,
363,Polizei,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,363.jpg,
365-50,Fernsprecher,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-50.jpg,
365-51,Notrufsäule,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-51.jpg,
365-52,Tankstelle,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-52.jpg;365-52alt.jpg,
365-53,Tankstelle mit Autogas,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-53.jpg,
365-54,Tankstelle mit Erdgas,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-54.jpg,
365-55,Autobahnhotel,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-55.jpg,
365-56,Autobahngasthaus,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-56.jpg,
365-57,Autobahnkiosk,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-57.jpg,
365-58,Toilette,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-58.jpg,
365-59,Autobahnkapelle,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-59.jpg,
365-60,Zelt- und Wohnwagenplatz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-60.jpg;365-60alt.jpg,
365-61,Informationsstelle,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-61.jpg,
365-62,Pannenhilfe,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-62.jpg,
365-63,Fußgängerunterführung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-63.jpg,
365-64,Fußgängerüberführung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-64.jpg,
365-65,Ladestation für Elektrofahrzeuge,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-65.jpg,
365-66,Wasserstofftankstelle,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-66.jpg,
365-67,Wohnmobilplatz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-67.jpg,
365-68,Wohnmobil- und Wohnwagenplatz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,365-68.jpg,
365-69,Tankstelle mit Flüssigerdgas,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-365-69/365-69-LNG.eps,,TANKSTELLE_MIT_FLUESSIGERDGAS_365-69.svg
365-70,Tankmöglichkeit verschiedene Kraftstoffarten,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-365-70/365-70-verschiedene Tanksorten.eps,,TANKMOEGLICHKEIT_VERSCHIEDENE_KRAFTSTOFFARTEN_365-70.svg
365-71,Tankmöglichkeit alle Kraftstoffarten,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),Vz2017,Vz2017/Z-365-71/365-71-alle Tanksorten.eps,,TANKMOEGLICHKEIT_ALLE_KRAFTSTOFFARTEN_365-71.svg
385,Ortshinweistafel,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,385.jpg,
386.1,Touristischer Hinweis,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1.jpg,
386.1-10,Touristischer Hinweis als Wegweiser - Wegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.1-11,Touristischer Hinweis als Wegweiser - Vorwegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-11.jpg,
386.1-12,Touristischer Hinweis als Wegweiser - Pfeilwegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-12.jpg,
386.1-20,Touristischer Hinweis als Wegweiser - Wegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.1-21,Touristischer Hinweis als Wegweiser - Vorwegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.1-22,Touristischer Hinweis als Wegweiser - Pfeilwegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.1-30,Touristischer Hinweis als Wegweiser - Vor-/ Wegweiser geradeaus,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-30.jpg,
386.1-40,Touristischer Hinweis als Wegweiser - Pfeilwegweiser doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.1-50,"Touristischer Hinweis mit Bezugsziel - Variante ""in""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-50.jpg,
386.1-51,"Touristischer Hinweis mit Bezugsziel - Variante ""via""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-51.jpg,
386.1-52,"Touristischer Hinweis mit Bezugsziel - Variante ""Richtung""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-52.jpg,
386.1-53,Touristischer Hinweis Fluss oder Kanal,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.1-53.jpg,
386.2,Touristische Route,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2.jpg,
386.2-10,Touristische Route - Wegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-10.jpg,
386.2-11,Touristische Route - Vorwegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-11.jpg,
386.2-12,Touristische Route - Pfeilwegweiser linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-12.jpg,
386.2-20,Touristische Route - Wegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.2-21,Touristische Route - Vorwegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.2-22,Touristische Route - Pfeilwegweiser rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.2-30,Touristische Route - Vor-/ Wegweiser geradeaus,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-30.jpg,
386.2-40,Touristische Route - Pfeilwegweiser doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
386.2-51,"Touristische Route - Hinweis mit Bezugsziel, Variante ""via""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-51.jpg,
386.2-52,"Touristische Route - Hinweis mit Bezugsziel, Variante ""Richtung""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-52.jpg,
386.2-53,Touristische Route als Hinweisschild,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.2-53.jpg,
386.3,Touristische Unterrichtungstafel,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.3.jpg,
386.3-50,"Touristische Unterrichtungstafel - Erinnerungstafel gemäß ""Brocken-Erklärung""",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,386.3-50.jpg,
390,Mautpflicht nach dem Bundesfernstraßenmautgesetz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,390.jpg,
390.2,Ende der Mautpflicht nach dem Bundesfernstraßenmautgesetz,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,390.2.jpg,
391,Mautpflichtige Strecke,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,391.jpg,
392,Zollstelle,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
393,Informationstafel an Grenzübergangsstellen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,393.jpg,
394,Laternenring,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,394.jpg,
394-50,Laternenring - Schild,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,394-50.jpg,
401,Bundesstraßen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,401.jpg,
405,Autobahnen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,405.jpg,
406,Knotenpunkte der Autobahnen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
406-50,Knotenpunkte der Autobahnen - ein- oder zweistellige Nummer,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,406-50.jpg,
406-51,Knotenpunkte der Autobahnen - drei- oder mehrstellige Nummer,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,406-51.jpg,
410,Europastraßen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,410.jpg,
415,Pfeilwegweiser auf Bundesstraßen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
415-10,Pfeilwegweiser auf Bundesstraßen - linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,415-10.jpg,
415-20,Pfeilwegweiser auf Bundesstraßen - rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
415-40,Pfeilwegweiser auf Bundesstraßen - doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
418,Pfeilwegweiser auf sonstigen Straßen,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
418-10,Pfeilwegweiser auf sonstigen Straßen - linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,418-10.jpg,
418-20,Pfeilwegweiser auf sonstigen Straßen - rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
418-40,Pfeilwegweiser auf sonstigen Straßen - doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
419,Pfeilwegweiser auf sonstigen Straßen mit geringerer Verkehrsbedeutung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
419-10,Pfeilwegweiser auf sonstigen Straßen mit geringerer Verkehrsbedeutung - linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,419-10.jpg,
419-20,Pfeilwegweiser auf sonstigen Straßen mit geringerer Verkehrsbedeutung - rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,419-20.jpg,
419-40,Pfeilwegweiser auf sonstigen Straßen mit geringerer Verkehrsbedeutung - doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421,Pfeilwegweiser für bestimmte Verkehrsarten,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-10,"Pfeilwegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - linksweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,421-10.jpg,
421-11,"Pfeilwegweiser für bestimmte Verkehrsarten, kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - linksweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,421-11.jpg,
421-12,"Pfeilwegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - linksweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,421-12.jpg,
421-20,"Pfeilwegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - rechtsweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-21,"Pfeilwegweiser für bestimmte Verkehrsarten, kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - rechtsweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-22,"Pfeilwegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - rechtsweisend",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-40,"Pfeilwegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - doppelseitig",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-41,"Pfeilwegweiser für bestimmte Verkehrsarten, kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - doppelseitig",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
421-42,"Pfeilwegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - doppelseitig",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422,Wegweiser für bestimmte Verkehrsarten,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-10,"Wegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - hier links",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-10.jpg,
422-11,"Wegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - links einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-11.jpg,
422-12,"Wegweiser für bestimmte Verkehrsarten, Kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - hier links",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-12.jpg,
422-13,"Wegweiser für bestimmte Verkehrsarten, Kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - links einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-13.jpg,
422-14,"Wegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - hier links",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-14.jpg,
422-15,"Wegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - links einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-15.jpg,
422-16,"Wegweiser für bestimmte Verkehrsarten, Radverkehr - hier links",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-16.jpg,
422-17,"Wegweiser für bestimmte Verkehrsarten, Radverkehr - links einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-17.jpg,
422-20,"Wegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - hier rechts",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-21,"Wegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - rechts einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-22,"Wegweiser für bestimmte Verkehrsarten, Kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - hier rechts",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-23,"Wegweiser für bestimmte Verkehrsarten, Kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - rechts einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-24,"Wegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - hier rechts",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-25,"Wegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - rechts einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-26,"Wegweiser für bestimmte Verkehrsarten, Radverkehr - hier rechts",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-27,"Wegweiser für bestimmte Verkehrsarten, Radverkehr - rechts einordnen",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
422-30,"Wegweiser für bestimmte Verkehrsarten, KFZ mit einer zulässigen Gesamtmasse über 3,5 t - geradeaus",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-30.jpg,
422-32,"Wegweiser für bestimmte Verkehrsarten, Kennzeichnungspflichtige Fahrzeuge mit gefährlichen Gütern - geradeaus",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-32.jpg,
422-34,"Wegweiser für bestimmte Verkehrsarten, Fahrzeuge mit wassergefährdender Ladung - geradeaus",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-34.jpg,
422-36,"Wegweiser für bestimmte Verkehrsarten, Radverkehr - geradeaus",Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,422-36.jpg,
430,Pfeilwegweiser zur Autobahn,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
430-10,Pfeilwegweiser zur Autobahn - linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,430-10.jpg,
430-20,Pfeilwegweiser zur Autobahn - rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
430-40,Pfeilwegweiser zur Autobahn - doppelseitig,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
432,Pfeilwegweiser zu Zielen mit erheblicher Verkehrsbedeutung,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
432-10,Pfeilwegweiser zu Zielen mit erheblicher Verkehrsbedeutung - linksweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,432-10.jpg,
432-20,Pfeilwegweiser zu Zielen mit erheblicher Verkehrsbedeutung - rechtsweisend,Richtzeichen nach Anlage 3 (zu § 42 Absatz 2 StVO),Richtzeichen (guide),,,,
