code,title,section,family,vector_set,eps,jpg,svg
629-41,Leitbord mit Leitbake - doppelseitig (mit 605-41),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
629-42,Leitbord mit Leitbake - doppelseitig (mit 605-42),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
629-43,Leitbord mit Leitbake - doppelseitig (mit 605-43),Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
630,Parkwarntafel,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,630.jpg,
630-10,Parkwarntafel - links vorbei,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
630-20,Parkwarntafel - rechts vorbei,Verkehrseinrichtungen nach Anlage 4 (zu § 43 Absatz 3 StVO),Verkehrseinrichtungen (traffic devices),,,,
720,Grünpfeilschild,Sonstige Zeichen der StVO,Verkehrseinrichtungen (traffic devices),,,720.jpg,
721,Grünpfeilschild mit Beschränkung auf den Radverkehr,Sonstige Zeichen der StVO,Verkehrseinrichtungen (traffic devices),Vz2017,Vz2017/Z-721/721.EPS,,GRUENPFEILSCHILD_MIT_BESCHRAENKUNG_AUF_DEN_RADVERKEHR_721.svg
1000,Richtungsangaben durch Pfeile,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1000-10,"Richtung, linksweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-10.jpg,
1000-11,"Vorankündigung, linksweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-11.jpg,
1000-12,"Fußgänger Gehweg gegenüber benutzen, linksweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-12.jpg,
1000-13,Umleitungsbeschilderung Dreiviertelkreis,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-13.jpg,
1000-20,"Richtung, rechtsweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1000-21,"Vorankündigung, rechtsweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1000-22,"Fußgänger Gehweg gegenüber benutzen, rechtsweisend",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1000-23,Umleitungsbeschilderung Viertelkreis,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-23.jpg,
1000-30,"Beide Richtungen, zwei gegengerichtete waagerechte Pfeile",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-30.jpg,
1000-31,"Beide Richtungen, zwei gegengerichtete senkrechte Pfeile",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-31.jpg,
1000-32,Radverkehr kreuzt von links und rechts oder Radverkehr ist in der Gegenrichtung zugelassen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-32.jpg,
1000-34,Umleitungsbeschilderung Halbkreis,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1000-34.jpg,
1001,Länge einer Strecke,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1001-30,Auf ...m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1001-30.jpg,
1001-31,Auf ...km (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1001-32,noch ...m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1001-32.jpg,
1001-33,noch ...km (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1001-33.jpg,
1001-34,"auf ...m (verbal, zweiter Teil der Unternummer steht jeweils für den Zahlenwert)",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1001-34.jpg,
1001-35,"auf ...km (verbal, zweiter Teil der Unternummer steht jeweils für den Zahlenwert)",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1001-35.jpg,
1002,Verlauf der Vorfahrtstraße,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-10,Verlauf der Vorfahrtstraße an Kreuzungen - von unten nach links,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1002-10.jpg,
1002-11,Verlauf der Vorfahrtstraße an Kreuzungen - von oben nach links,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-12,"Verlauf der Vorfahrtstraße an Einmündungen - von unten nach links, Einmündung von oben",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1002-12.jpg,
1002-13,"Verlauf der Vorfahrtstraße an Einmündungen - von unten nach links, Einmündung von rechts",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-14,"Verlauf der Vorfahrtstraße an Einmündungen - von oben nach links, Einmündung von unten",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-20,Verlauf der Vorfahrtstraße an Kreuzungen - von unten nach rechts,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-21,Verlauf der Vorfahrtstraße an Kreuzungen - von oben nach rechts,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-22,"Verlauf der Vorfahrtstraße an Einmündungen - von unten nach rechts, Einmündung von oben",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-23,"Verlauf der Vorfahrtstraße an Einmündungen - von unten nach rechts, Einmündung von links",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1002-24,"Verlauf der Vorfahrtstraße an Einmündungen - von oben nach rechts, Einmündung von unten",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1004,Entfernungsangaben,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1004-30,Entfernungsangabe in m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1004-30.jpg,
1004-31,Entfernungsangabe in km (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1004-31.jpg,
1004-32,Stop in 100 m,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1004-32.jpg,
1005,Entfernungsangaben mit verbalem Zusatz,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1005-30,Reißverschluss erst in ... m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1005-30.jpg,
1006,Hinweis auf Gefahren durch Sinnbild,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1006-30,Schleudergefahr für Wohnwagengespanne an Gefällestrecken mit starkem Seitenwind auf Autobahnen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1006-30.jpg,
1006-31,Unfallgefahr,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1006-31.jpg,
1006-32,Unfallgefahr LKW,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/1006-32/1006-32.eps,,UNFALLGEFAHR_LKW_1006-32.svg
1007,Hinweis auf Gefahren durch verbale Angabe,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1007-30,Ölspur,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-30.jpg,
1007-31,Rauch,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-31.jpg,
1007-32,Rollsplitt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-32.jpg,
1007-33,Baustellenausfahrt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-33.jpg,
1007-34,Straßenschäden,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-34.jpg,
1007-35,Verschmutzte Fahrbahn,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-35.jpg,
1007-36,Sprengarbeiten,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-36.jpg,
1007-37,Ausfahrt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-37.jpg,
1007-38,Baustellenverkehr,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-38.jpg,
1007-39,Fehlende Fahrbahnmarkierung,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-39.jpg,
1007-50,Unfall,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-50.jpg,
1007-51,Hochwasser,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-51.jpg,
1007-52,Neuer Fahrbahnbelag,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-52.jpg,
1007-53,Spurrinnen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-53.jpg,
1007-54,Linksabbieger,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-54.jpg,
1007-55,Skiabfahrt kreuzt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-55.jpg,
1007-56,Skiwanderweg kreuzt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-56.jpg,
1007-57,Kuppe,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-57.jpg,
1007-58,Polizeikontrolle,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-58.jpg,
1007-59,Ende Seitenstreifen in … m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-59.jpg,
1007-60,Seitenstreifen nicht befahrbar,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-60.jpg,
1007-61,Nebel,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-61.jpg,
1007-62,Zufahrt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1007-62.jpg,
1008,"Hinweise auf geänderte Vorfahrt, Verkehrsführung oder besondere Verkehrsregelung",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1008-30,Vorfahrt geändert,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1008-30.jpg,
1008-31,Verkehrsführung geändert,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1008-31.jpg,
1008-32,Industriegebiet Schienenfahrzeuge haben Vorrang (zu Z 201),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1008-32.jpg,
1008-33,Hafengebiet Schienenfahrzeuge haben Vorrang (zu Z 201),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1008-33.jpg,
1008-34,Keine Wendemöglichkeit,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1008-34.jpg,
1010,Hinweise durch Sinnbild,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1010-10,Erlaubt Kindern auch auf der Fahrbahn und dem Seitenstreifen zu spielen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-10.jpg,
1010-11,Wintersport erlaubt,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-11.jpg,
1010-12,"Kennzeichnung von Parkflächen, auf denen Anhänger auch länger als 14 Tage parken dürfen",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-12.jpg,
1010-13,"Kennzeichnung von Parkflächen, auf denen Wohnwagen auch länger als 14 Tage parken dürfen",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-13.jpg,
1010-14,Information Rollende Landstraße,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-14.jpg,
1010-15,Information Leistungsumfang (zu Z 448.1),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-15.jpg,
1010-50,Kraftwagen und sonstige mehrspurige Fahrzeuge,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-50.jpg,
1010-51,"Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5 t, einschließlich ihrer Anhänger, und Zugmaschinen, ausgenommen Personenkraftwagen und Kraftomnibusse",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-51.jpg,
1010-52,Radverkehr,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-52.jpg,
1010-53,Fußgänger,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-53.jpg,
1010-54,Reiter,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-54.jpg,
1010-55,Viehtrieb,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-55.jpg,
1010-56,Straßenbahn,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-56.jpg,
1010-57,Kraftomnibus,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-57.jpg,
1010-58,Personenkraftwagen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-58.jpg,
1010-59,Personenkraftwagen mit Anhänger,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-59.jpg,
1010-60,Lastkraftwagen mit Anhänger,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-60.jpg,
1010-61,"Kraftfahrzeuge und Züge, die nicht schneller als 25 km/h fahren können oder dürfen",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-61.jpg,
1010-62,"Krafträder, auch mit Beiwagen, Kleinkrafträder und Mopeds",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-62.jpg,
1010-63,Mofas,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-63.jpg,
1010-64,Gespannfuhrwerk,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-64.jpg,
1010-65,E-Bikes,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Musterdateien,Musterdateien/eps/1010-65.EPS,1010-65.jpg,E_BIKES_1010-65.svg
1010-66,Elektrisch betriebene Fahrzeuge,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-66.jpg,
1010-67,Wohnmobile,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1010-67.jpg,
1010-68,Elektrokleinstfahrzeug im Sinne der Elektrokleinstfahrzeuge-Verordnung (eKFV),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1010-68/1010-68.eps,,ELEKTROKLEINSTFAHRZEUG_IM_SINNE_DER_ELEKTROKLEINSTFAHRZEUGE_VERORDNUNG_1010-68.svg
1010-69,Fahrrad zum Transport von Gütern oder Personen – Lastenfahrrad,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1010-69/Zz-1010-69 Lastenfahrrad.eps,,FAHRRAD_ZUM_TRANSPORT_VON_GUETERN_ODER_PERSONEN_LASTENFAHRRAD_1010-69.svg
1010-70,Carsharing,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1010-70/Zz-1010-70 Carsharing.eps,,CARSHARING_1010-70.svg
1010-71,"Personenkraftwagen oder Krafträder mit Beiwagen, die mit mindestens drei Personen besetzt sind – mehrfachbesetzte Personenkraftwagen",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1010-71/1010-71.eps,,PERSONENKRAFTWAGEN_ODER_KRAFTRAEDER_MIT_BEIWAGEN_DIE_MIT_MINDESTENS_DR_1010-71.svg
1010-72,"Krafträder, auch mit Beiwagen, Kleinkrafträder und Mopeds und Kraftwagen und sonstige mehrspurige Fahrzeuge",Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1010-72/1010-72.eps,,KRAFTRAEDER_AUCH_MIT_BEIWAGEN_KLEINKRAFTRAEDER_UND_MOPEDS_UND_KRAFTWAG_1010-72.svg
1012,Sonstige Hinweise durch verbale Angaben,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1012-30,Ladezone,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-30a.jpg;1012-30n.jpg,
1012-31,Ende,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-31.jpg,
1012-32,Radfahrer absteigen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-32.jpg,
1012-33,Keine Mofas,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-33.jpg,
1012-34,Grüne Welle bei xx km/h,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-34.jpg,
1012-35,Bei Rot hier halten,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-35.jpg,
1012-36,Lärmschutz,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-36.jpg,
1012-37,Zuflussregelung,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-37.jpg,
1012-38,Nebenstrecke,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-38.jpg,
1012-50,Schule,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-50.jpg,
1012-51,Kindergarten,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-51.jpg,
1012-52,Altenheim,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-52.jpg,
1012-53,Krankenhaus,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1012-53.jpg,
1012-54,Seniorenheim,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1012-54/1012-54.eps,,SENIORENHEIM_1012-54.svg
1012-55,Schulweg,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/1012-55/1012-55.eps,,SCHULWEG_1012-55.svg
1012-56,Spielplatz,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/1012-56/1012-56.eps,,SPIELPLATZ_1012-56.svg
1012-57,Behinderteneinrichtung,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/1012-57/1012-57.eps,,BEHINDERTENEINRICHTUNG_1012-57.svg
1013,Besondere Hinweise zur Seitenstreifenfreigabe,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1013-50,Seitenstreifen befahren,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1013-50.jpg,
1013-51,Seitenstreifen räumen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1013-51.jpg,
1013-52,Ende in ... m (zweiter Teil der Unternummer steht jeweils für den Zahlenwert),Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1013-52.jpg,
1014,Tunnelkategorie gemäß ADR-Übereinkommen,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1014-50,Tunnelkategorie gemäß ADR-Übereinkommen - B,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,1014-50.jpg,
1014-51,Tunnelkategorie gemäß ADR-Übereinkommen - C,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1014-52,Tunnelkategorie gemäß ADR-Übereinkommen - D,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1014-53,Tunnelkategorie gemäß ADR-Übereinkommen - E,Zusatzzeichen nach § 39 Absatz 3 StVO,Zusatzzeichen (supplementary plates),,,,
1020,Personengruppen frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,,
1020-11,Schwerbehinderte mit Parkausweis Nr. ... frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-11.jpg,
1020-12,Radverkehr und Anlieger frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-12.jpg,
1020-13,Inline-Skaten und Rollschuhfahren zugelassen,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-13.jpg,
1020-14,Wintersport frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-14.jpg,
1020-30,Anlieger frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-30.jpg,
1020-31,Anlieger oder Parken frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-31.jpg,
1020-32,Bewohner mit Parkausweis Nr. ... frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1020-32.jpg,
1022,Einspurige Fahrzeuge frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,,
1022-10,Radverkehr frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-10.jpg,
1022-11,Mofas frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-11.jpg,
1022-12,"Krafträder, auch mit Beiwagen, Kleinkrafträder und Mofas frei",Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-12.jpg,
1022-13,E-Bikes frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-13.jpg,
1022-14,Radverkehr und Mofas frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-14.jpg,
1022-15,E-Bikes und Mofas frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1022-15.jpg,
1022-16,Elektrokleinstfahrzeuge frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/EkFz-Frei/1022-16.EPS,,ELEKTROKLEINSTFAHRZEUGE_FREI_1022-16.svg
1022-17,Fahrräder zum Transport von Gütern oder Personen – Lastenfahrräder - frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),Vz2017,Vz2017/Z-1022-17/1022-17.eps,,FAHRRAEDER_ZUM_TRANSPORT_VON_GUETERN_ODER_PERSONEN_LASTENFAHRRAEDER_FR_1022-17.svg
1024,Mehrspurige Fahrzeuge frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,,
1024-10,Personenkraftwagen frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-10.jpg,
1024-11,Personenkraftwagen mit Anhänger frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-11.jpg,
1024-12,"Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5 t, einschließlich ihrer Anhänger, und Zugmaschinen, ausgenommen Personenkraftwagen und Kraftomnibusse frei",Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-12.jpg,
1024-13,Lastkraftwagen mit Anhänger frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-13.jpg,
1024-14,Kraftomnibus frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-14.jpg,
1024-15,Schienenbahn frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-15.jpg,
1024-16,Straßenbahn frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-16.jpg,
1024-17,"Kraftfahrzeuge und Züge, die nicht schneller als 25 km/h fahren können oder dürfen frei",Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-17.jpg,
1024-18,Gespannfuhrwerke frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-18.jpg,
1024-19,"Wohnmobile mit einer zulässigen Gesamtmasse bis 7,5 t ausgenommen",Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-19.jpg,
1024-20,Elektrisch betriebene Fahrzeuge frei,Zusatzzeichen nach § 41 Absatz 2 StVO,Zusatzzeichen (supplementary plates),,,1024-20.jpg,
