code,name,family,file,edition,drawn_size,notes
W13-1aP,ADVISORY SPEED CONFIRMATION (PLAQUE),Warning Signs,ADVISORY_SPEED_CONFIRMATION_PLAQUE_W13-1aP.svg,2024 Edition,48.0x15.0 in,"size 48 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-2,ADVISORY EXIT SPEED,Warning Signs,ADVISORY_EXIT_SPEED_W13-2.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for W13-2 in the 2004/2012 sheets (2024 table has no marker)
W13-20,VEHICLE SPEED FEEDBACK,Warning Signs,VEHICLE_SPEED_FEEDBACK_W13-20.svg,2024 Edition,2.5x3.1 in,"size 2.5 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-20aP,VARIABLE SPEED FEEDBACK (PLAQUE),Warning Signs,VARIABLE_SPEED_FEEDBACK_PLAQUE_W13-20aP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-3,ADVISORY RAMP SPEED,Warning Signs,ADVISORY_RAMP_SPEED_W13-3.svg,2024 Edition,24.0x30.0 in,size 24 in: conventional-road row for W13-3 in the 2004/2012 sheets (2024 table has no marker)
W13-4P,ON RAMP (PLAQUE),Warning Signs,ON_RAMP_PLAQUE_W13-4P.svg,2024 Edition,36.0x36.0 in,
W13-5,ADVISORY CURVE SPEED (ENGLISH),Warning Signs,ADVISORY_CURVE_SPEED_ENGLISH_METRIC_W13-5.svg,2004 Edition,24.0x30.0 in,
W13-6,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY EXIT SPEED,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_EXIT_SPEED_W13-6.svg,2012 Supplement,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-6L,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY EXIT SPEED - 270-DEGREE LOOP,intervene/Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_EXIT_SPEED_270_DEGREE_LOOP_W13-6L.svg,2024 Edition,24.0x41.9 in,2 overlapping duplicate shape(s) in the sheet's drawing (FHWA artwork fault); needs a manual check
W13-6R,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY EXIT SPEED - 270-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_EXIT_SPEED_270_DEGREE_LOOP_W13-6R.svg,2024 Edition,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-7,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY RAMP SPEED,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_RAMP_SPEED_W13-7.svg,2012 Supplement,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-7L,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY RAMP SPEED - 270-DEGREE LOOP,intervene/Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_RAMP_SPEED_270_DEGREE_LOOP_W13-7L.svg,2024 Edition,24.0x41.9 in,2 overlapping duplicate shape(s) in the sheet's drawing (FHWA artwork fault); needs a manual check
W13-7R,COMBINATION HORIZONTAL ALIGNMENT/ ADVISORY RAMP SPEED - 270-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_RAMP_SPEED_270_DEGREE_LOOP_W13-7R.svg,2024 Edition,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-8L,COMBINATION HORIZONTAL ALIGNMENT / ADVISORY EXIT SPEED - 180-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_EXIT_SPEED_180_DEGREE_LOOP_W13-8L.svg,2024 Edition,24.0x41.9 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-8R,COMBINATION HORIZONTAL ALIGNMENT / ADVISORY EXIT SPEED - 180-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_EXIT_SPEED_180_DEGREE_LOOP_W13-8R.svg,2024 Edition,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-9L,COMBINATION HORIZONTAL ALIGNMENT / ADVISORY RAMP SPEED - 180-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_RAMP_SPEED_180_DEGREE_LOOP_W13-9L.svg,2024 Edition,24.0x41.9 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W13-9R,COMBINATION HORIZONTAL ALIGNMENT / ADVISORY RAMP SPEED - 180-DEGREE LOOP,Warning Signs,COMBINATION_HORIZONTAL_ALIGNMENT_ADVISORY_RAMP_SPEED_180_DEGREE_LOOP_W13-9R.svg,2024 Edition,24.0x42.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W14-1,DEAD END,Warning Signs,DEAD_END_W14-1.svg,2024 Edition,33.9x33.7 in,size 24 in: conventional-road row for W14-1 in the 2004/2012 sheets (2024 table has no marker)
W14-1aL,DEAD END (WITH ARROW),Warning Signs,DEAD_END_WITH_ARROW_W14-1aL.svg,2024 Edition,24.0x6.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W14-1aR,DEAD END (WITH ARROW),Warning Signs,DEAD_END_WITH_ARROW_W14-1aR.svg,2024 Edition,24.0x6.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W14-2,NO OUTLET,Warning Signs,NO_OUTLET_W14-2.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W14-2 in the 2004/2012 sheets (2024 table has no marker)
W14-2aL,NO OUTLET (WITH ARROW),Warning Signs,NO_OUTLET_WITH_ARROW_W14-2aL.svg,2024 Edition,24.0x6.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W14-2aR,NO OUTLET (WITH ARROW),Warning Signs,NO_OUTLET_WITH_ARROW_W14-2aR.svg,2024 Edition,24.0x6.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W14-3,NO PASSING ZONE,Warning Signs,NO_PASSING_ZONE_W14-3.svg,2024 Edition,40.0x32.9 in,"size 40 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W15-1,PLAYGROUND,Warning Signs,PLAYGROUND_W15-1.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W15-1 in the 2004/2012 sheets (2024 table has no marker)
W16-1,BLACK,Warning Signs,BLACK_W16-1.svg,2004 Edition,18.0x24.0 in,
W16-10,PHOTO ENFORCED,Warning Signs,PHOTO_ENFORCED_W16-10.svg,2004 Edition,24.0x18.0 in,
W16-10P,PHOTO ENFORCED (SYMBOL PLAQUE),Warning Signs,PHOTO_ENFORCED_SYMBOL_PLAQUE_W16-10P.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-10aP,PHOTO ENFORCED (PLAQUE),Warning Signs,PHOTO_ENFORCED_PLAQUE_W16-10aP.svg,2024 Edition,24.0x18.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-11,HOV,Warning Signs,HOV_W16-11.svg,2004 Edition,24.0x12.0 in,
W16-11P,HIGH-OCCUPANCY VEHICLES (PLAQUE),Warning Signs,HIGH_OCCUPANCY_VEHICLES_PLAQUE_W16-11P.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-12P,TRAFFIC CIRCLE (PLAQUE),Warning Signs,TRAFFIC_CIRCLE_PLAQUE_W16-12P.svg,2024 Edition,24.0x18.0 in,
W16-12aP,ROUNDABOUT (PLAQUE),Warning Signs,ROUNDABOUT_PLAQUE_W16-12aP.svg,2024 Edition,24.0x12.0 in,
W16-12p,TRAFFIC CIRCLE PLAQUE,Warning Signs,TRAFFIC_CIRCLE_PLAQUE_W16-12p_2004.svg,2004 Edition,24.0x18.0 in,scale from the drawing's overall width dimension (24.0 in)
W16-13,WHEN FLASHING,Warning Signs,WHEN_FLASHING_W16-13.svg,2004 Edition,24.0x18.0 in,size 24 in: conventional-road row for W16-13 in the 2004/2012 sheets (2024 table has no marker)
W16-13P,WHEN FLASHING (PLAQUE),Warning Signs,WHEN_FLASHING_PLAQUE_W16-13P.svg,2024 Edition,24.0x18.0 in,
W16-15P,NEW (PLAQUE),Warning Signs,NEW_PLAQUE_W16-15P.svg,2024 Edition,24.0x12.0 in,
W16-16P,LAST EXIT BEFORE TOLL (1-LINE PLAQUE),Warning Signs,LAST_EXIT_BEFORE_TOLL_1_LINE_PLAQUE_W16-16P.svg,2024 Edition,252.0x36.2 in,
W16-16aP,LAST EXIT BEFORE TOLL (2-LINE PLAQUE),Warning Signs,LAST_EXIT_BEFORE_TOLL_2_LINE_PLAQUE_W16-16aP.svg,2024 Edition,144.0x54.1 in,
W16-17P,TOLL (PLAQUE),Warning Signs,TOLL_PLAQUE_W16-17P.svg,2024 Edition,24.0x12.0 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-18P,NOTICE (PLAQUE),Warning Signs,NOTICE_PLAQUE_W16-18P.svg,2024 Edition,24.0x12.0 in,
W16-19P,LAST IN CORRIDOR (PLAQUE),Warning Signs,LAST_IN_CORRIDOR_PLAQUE_W16-19P.svg,2024 Edition,24.0x18.0 in,
W16-1P,IN ROAD (PLAQUE),Warning Signs,IN_ROAD_PLAQUE_W16-1P.svg,2024 Edition,18.0x12.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-1aP,IN STREET (PLAQUE),Warning Signs,IN_STREET_PLAQUE_W16-1aP.svg,2024 Edition,18.0x12.0 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-2,150 METERS (2 LINE) (METRIC),Warning Signs,150_METERS_2_LINE_METRIC_W16-2.svg,2004 Edition,24.0x19.2 in,
W16-2,500 FEET (2 LINE) (ENGLISH),Warning Signs,500_FEET_2_LINE_ENGLISH_W16-2.svg,2004 Edition,24.0x19.2 in,
W16-2,DISTANCE (2 LINE) (ENGLISH),Warning Signs,DISTANCE_2_LINE_ENGLISH_W16-2.svg,2004 Edition,24.0x19.2 in,size 24 in: conventional-road row for W16-2 in the 2004/2012 sheets (2024 table has no marker)
W16-20P,EXCEPT BICYCLES (PLAQUE),Warning Signs,EXCEPT_BICYCLES_PLAQUE_W16-20P.svg,2024 Edition,24.0x12.0 in,
W16-21P,2-WAY BICYCLE CROSS TRAFFIC (PLAQUE),Warning Signs,2_WAY_BICYCLE_CROSS_TRAFFIC_PLAQUE_W16-21P.svg,2024 Edition,24.0x12.0 in,
W16-2P,XX FEET (2-LINE PLAQUE),Warning Signs,XX_FEET_2_LINE_PLAQUE_W16-2P.svg,2024 Edition,18.0x13.5 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-2a,500 FT (1 LINE) (ENGLISH),Warning Signs,500_FT_1_LINE_ENGLISH_W16-2a.svg,2004 Edition,24.0x12.0 in,
W16-2aP,XX FT (1-LINE PLAQUE),Warning Signs,XX_FT_1_LINE_PLAQUE_W16-2aP.svg,2024 Edition,12.0x6.0 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-3,2 MILES (2 LINE) (ENGLISH),Warning Signs,2_MILES_2_LINE_ENGLISH_METRIC_W16-3.svg,2004 Edition,30.0x24.0 in,no dimension of its own; drawn to the same size as W16-4 on the sheet — check
W16-3P,XX MILES (2-LINE PLAQUE),Warning Signs,XX_MILES_2_LINE_PLAQUE_W16-3P.svg,2024 Edition,30.0x24.0 in,
W16-3aP,WARNING SIGN,Warning Signs,WARNING_SIGN_W16-3aP.svg,2024 Edition,30.0x12.0 in,
W16-4,500 FT (2 LINE) (ENGLISH),Warning Signs,500_FT_2_LINE_ENGLISH_NEXT_500_FT_W16-4.svg,2004 Edition,30.0x24.0 in,scaled from the dimensioned W16-4 drawing (thumbnail)
W16-4P,NEXT XX FEET (PLAQUE),Warning Signs,NEXT_XX_FEET_PLAQUE_W16-4P.svg,2024 Edition,30.0x24.0 in,
W16-5PL,DIRECTIONAL ARROW (PLAQUE),Warning Signs,DIRECTIONAL_ARROW_PLAQUE_W16-5PL.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-5PR,DIRECTIONAL ARROW (PLAQUE),Warning Signs,DIRECTIONAL_ARROW_PLAQUE_W16-5PR.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-5pL,ARROW PLAQUE,Warning Signs,ARROW_PLAQUE_W16-5pL.svg,2004 Edition,24.0x18.0 in,no dimension of its own; drawn to the same size as W16-6pL on the sheet — check
W16-5pR,ARROW PLAQUE,Warning Signs,ARROW_PLAQUE_W16-5pR.svg,2004 Edition,24.0x18.0 in,scaled from the dimensioned W16-5pL drawing (thumbnail)
W16-6PL,ADVANCE TURN ARROW (PLAQUE),Warning Signs,ADVANCE_TURN_ARROW_PLAQUE_W16-6PL.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-6PR,ADVANCE TURN ARROW (PLAQUE),Warning Signs,ADVANCE_TURN_ARROW_PLAQUE_W16-6PR.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-6pL,ARROW PLAQUE,Warning Signs,ARROW_PLAQUE_W16-6pL.svg,2004 Edition,24.0x18.0 in,scale from the drawing's overall width dimension (24.0 in)
W16-6pR,ARROW PLAQUE,Warning Signs,ARROW_PLAQUE_W16-6pR.svg,2004 Edition,24.0x18.0 in,scaled from the dimensioned W16-6pL drawing (thumbnail)
W16-7PL,DOWNWARD DIAGONAL ARROW (PLAQUE),Warning Signs,DOWNWARD_DIAGONAL_ARROW_PLAQUE_W16-7PL.svg,2024 Edition,12.0x8.6 in,mirrored from W16-7PR (not drawn separately on the sheet)
W16-7PR,DOWNWARD DIAGONAL ARROW (PLAQUE),Warning Signs,DOWNWARD_DIAGONAL_ARROW_PLAQUE_W16-7PR.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-7aP,DUAL DOWNWARD DIAGONAL ARROW (PLAQUE),Warning Signs,DUAL_DOWNWARD_DIAGONAL_ARROW_PLAQUE_W16-7aP.svg,2024 Edition,12.0x8.6 in,"size 12 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W16-7pL,LEFT DIAGONAL ARROW PLAQUE,Warning Signs,LEFT_DIAGONAL_ARROW_PLAQUE_W16-7pL.svg,2004 Edition,24.0x12.0 in,
W16-7pR,RIGHT DIAGONAL ARROW PLAQUE,Warning Signs,RIGHT_DIAGONAL_ARROW_PLAQUE_W16-7pR.svg,2004 Edition,24.0x12.0 in,scaled from the dimensioned W16-7pL drawing (thumbnail)
W16-8,ADVANCE STREET NAME PLAQUE,Warning Signs,ADVANCE_STREET_NAME_PLAQUE_W16-8.svg,2004 Edition,24.0x12.0 in,
W16-8P,ADVANCE STREET NAME (1-LINE PLAQUE),Warning Signs,ADVANCE_STREET_NAME_1_LINE_PLAQUE_W16-8P.svg,2024 Edition,43.2x14.5 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
W16-8a,ADVANCE STREET NAME PLAQUE,Warning Signs,ADVANCE_STREET_NAME_PLAQUE_W16-8a.svg,2004 Edition,48.0x15.0 in,scale from the drawing's overall width dimension (48.0 in)
W16-8aP,ADVANCE STREET NAME (2-LINE PLAQUE),Warning Signs,ADVANCE_STREET_NAME_2_LINE_PLAQUE_W16-8aP.svg,2024 Edition,43.2x13.6 in,no size table or width dimension read; drawn at page scale (1 pt = 0.1 in)
W16-9P,AHEAD (PLAQUE),Warning Signs,AHEAD_PLAQUE_W16-9P.svg,2024 Edition,24.0x12.0 in,size 24 in: conventional-road row for W16-9P in the 2004/2012 sheets (2024 table has no marker)
W16-9p,AHEAD PLAQUE,Warning Signs,AHEAD_PLAQUE_W16-9p_2004.svg,2004 Edition,24.0x12.0 in,
W17-1,SPEED HUMP,Warning Signs,SPEED_HUMP_W17-1.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W17-1 in the 2004/2012 sheets (2024 table has no marker)
W18-1,NO TRAFFIC SIGNS,Warning Signs,NO_TRAFFIC_SIGNS_W18-1.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W18-1 in the 2004/2012 sheets (2024 table has no marker)
W19-1,FREEWAY ENDS XX MILES,Warning Signs,FREEWAY_ENDS_XX_MILES_W19-1.svg,2024 Edition,144.0x48.1 in,
W19-2,EXPRESSWAY ENDS XX MILES,Warning Signs,EXPRESSWAY_ENDS_XX_MILES_W19-2.svg,2024 Edition,144.0x48.1 in,
W19-3,FREEWAY ENDS,Warning Signs,FREEWAY_ENDS_W19-3.svg,2024 Edition,67.9x67.3 in,
W19-4,EXPRESSWAY ENDS,Warning Signs,EXPRESSWAY_ENDS_W19-4.svg,2024 Edition,67.9x67.3 in,
W19-5,ALL TRAFFIC MUST EXIT,Warning Signs,ALL_TRAFFIC_MUST_EXIT_W19-5.svg,2024 Edition,90.0x48.0 in,
W2-1,INTERSECTION WARNING - CROSSROAD,Warning Signs,INTERSECTION_WARNING_CROSSROAD_W2-1.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W2-1 in the 2004/2012 sheets (2024 table has no marker)
W2-10,TRAFFIC ENTERING WHEN FLASHING,Warning Signs,TRAFFIC_ENTERING_WHEN_FLASHING_W2-10.svg,2024 Edition,50.9x50.5 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W2-11,TRAFFIC APPROACHING WHEN FLASHING,Warning Signs,TRAFFIC_APPROACHING_WHEN_FLASHING_W2-11.svg,2024 Edition,50.9x50.5 in,"size 36 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W2-2L,INTERSECTION WARNING - SIDE ROAD,Warning Signs,INTERSECTION_WARNING_SIDE_ROAD_W2-2L.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W2-2 in the 2004/2012 sheets (2024 table has no marker)
W2-2R,INTERSECTION WARNING - SIDE ROAD,Warning Signs,INTERSECTION_WARNING_SIDE_ROAD_W2-2R.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W2-2 in the 2004/2012 sheets (2024 table has no marker)
W2-3L,INTERSECTION WARNING - OBLIQUE SIDE ROAD (OBTUSE),Warning Signs,INTERSECTION_WARNING_OBLIQUE_SIDE_ROAD_OBTUSE_W2-3L.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W2-3 in the 2004/2012 sheets (2024 table has no marker)
W2-3R,INTERSECTION WARNING - OBLIQUE SIDE ROAD (OBTUSE),Warning Signs,INTERSECTION_WARNING_OBLIQUE_SIDE_ROAD_OBTUSE_W2-3R.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W2-3 in the 2004/2012 sheets (2024 table has no marker)
W2-3aL,INTERSECTION WARNING - OBLIQUE SIDE ROAD (ACUTE),Warning Signs,INTERSECTION_WARNING_OBLIQUE_SIDE_ROAD_ACUTE_W2-3aL.svg,2024 Edition,42.4x42.1 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
W2-3aR,INTERSECTION WARNING - OBLIQUE SIDE ROAD (ACUTE),Warning Signs,INTERSECTION_WARNING_OBLIQUE_SIDE_ROAD_ACUTE_W2-3aR.svg,2024 Edition,25.5x25.2 in,"size 18 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W2-4,INTERSECTION WARNING - T-INTERSECTION,Warning Signs,INTERSECTION_WARNING_T_INTERSECTION_W2-4.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W2-4 in the 2004/2012 sheets (2024 table has no marker)
W2-5,INTERSECTION WARNING - Y-INTERSECTION,Warning Signs,INTERSECTION_WARNING_Y_INTERSECTION_W2-5.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W2-5 in the 2004/2012 sheets (2024 table has no marker)
W2-6,INTERSECTION WARNING - CIRCULAR,Warning Signs,INTERSECTION_WARNING_CIRCULAR_W2-6.svg,2024 Edition,33.9x33.6 in,size 24 in: conventional-road row for W2-6 in the 2004/2012 sheets (2024 table has no marker)
W2-7L,INTERSECTION WARNING - OFFSET SIDE ROADS,Warning Signs,INTERSECTION_WARNING_OFFSET_SIDE_ROADS_W2-7L.svg,2024 Edition,42.4x42.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
W2-7R,INTERSECTION WARNING - OFFSET SIDE ROADS,Warning Signs,INTERSECTION_WARNING_OFFSET_SIDE_ROADS_W2-7R.svg,2024 Edition,33.9x33.6 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W2-8L,INTERSECTION WARNING - SIDE ROADS,Warning Signs,INTERSECTION_WARNING_SIDE_ROADS_W2-8L.svg,2024 Edition,42.4x42.0 in,size 30 in: no conventional-road marker in the table and no earlier edition of this code; 30 in diamond chosen — check
W2-8R,INTERSECTION WARNING - SIDE ROADS,Warning Signs,INTERSECTION_WARNING_SIDE_ROADS_W2-8R.svg,2024 Edition,33.9x33.6 in,"size 24 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-1,ROAD WORK,Temporary Traffic Control Signs,ROAD_WORK_W20-1.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W20-1 in the 2004/2012 sheets (2024 table has no marker)
W20-1,STREET WORK,Temporary Traffic Control Signs,STREET_WORK_W20-1.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W20-1 in the 2004/2012 sheets (2024 table has no marker)
W20-1b,PATH WORK (WITH DISTANCE),Temporary Traffic Control Signs,PATH_WORK_WITH_DISTANCE_W20-1b.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-2,DETOUR,Temporary Traffic Control Signs,DETOUR_W20-2.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W20-2 in the 2004/2012 sheets (2024 table has no marker)
W20-2a,BIKE DETOUR (WITH DISTANCE),Temporary Traffic Control Signs,BIKE_DETOUR_WITH_DISTANCE_W20-2a.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-3,ROAD CLOSED,Temporary Traffic Control Signs,ROAD_CLOSED_W20-3.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W20-3 in the 2004/2012 sheets (2024 table has no marker)
W20-3,STREET CLOSED,Temporary Traffic Control Signs,STREET_CLOSED_W20-3.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W20-3 in the 2004/2012 sheets (2024 table has no marker)
W20-3a,PATH CLOSED (WITH DISTANCE),Temporary Traffic Control Signs,PATH_CLOSED_WITH_DISTANCE_W20-3a.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-4,ONE LANE ROAD,Temporary Traffic Control Signs,ONE_LANE_ROAD_W20-4.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W20-4 in the 2004/2012 sheets (2024 table has no marker)
W20-5,RIGHT (CENTER) (LEFT) LANE CLOSED,Temporary Traffic Control Signs,RIGHT_CENTER_LEFT_LANE_CLOSED_W20-5.svg,2012 Supplement,50.9x50.9 in,size 36 in: conventional-road row for W20-5 in the 2004/2012 sheets (2024 table has no marker)
W20-5L,LEFT LANE CLOSED (WITH DISTANCE),Temporary Traffic Control Signs,LEFT_LANE_CLOSED_WITH_DISTANCE_W20-5L.svg,2024 Edition,50.9x50.4 in,size 36 in: conventional-road row for W20-5 in the 2004/2012 sheets (2024 table has no marker)
W20-5R,of word message.,Temporary Traffic Control Signs,OF_WORD_MESSAGE_W20-5R.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W20-5 in the 2004/2012 sheets (2024 table has no marker)
W20-5a,LANES CLOSED ADVANCE,Temporary Traffic Control Signs,LANES_CLOSED_ADVANCE_W20-5a.svg,2012 Supplement,42.4x42.4 in,size 30 in: conventional-road row for W20-5a in the 2004/2012 sheets (2024 table has no marker)
W20-5aL,2 LANES CLOSED,Temporary Traffic Control Signs,2_LANES_CLOSED_W20-5aL.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W20-5a in the 2004/2012 sheets (2024 table has no marker)
W20-5aR,2 LANES CLOSED,Temporary Traffic Control Signs,2_LANES_CLOSED_W20-5aR.svg,2024 Edition,42.4x42.1 in,size 30 in: conventional-road row for W20-5a in the 2004/2012 sheets (2024 table has no marker)
W20-5b,BIKE LANE CLOSED (WITH DISTANCE),Temporary Traffic Control Signs,BIKE_LANE_CLOSED_WITH_DISTANCE_W20-5b.svg,2024 Edition,42.4x42.1 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-7,FLAGGER,Temporary Traffic Control Signs,FLAGGER_W20-7.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W20-7 in the 2004/2012 sheets (2024 table has no marker)
W20-7a,FLAGGER,Temporary Traffic Control Signs,FLAGGER_W20-7a.svg,2024 Edition,42.4x42.0 in,"size 30 in: smallest table row (no conventional-road marker, no earlier edition of this code) — check"
W20-8,SLOW (ON STOP/SLOW PADDLE),Temporary Traffic Control Signs,SLOW_ON_STOP_SLOW_PADDLE_W20-8.svg,2024 Edition,25.5x25.5 in,
W21-1,WORKERS,Temporary Traffic Control Signs,WORKERS_W21-1.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-1 in the 2004/2012 sheets (2024 table has no marker)
W21-1a,WORKERS,Temporary Traffic Control Signs,WORKERS_W21-1a.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-1a in the 2004/2012 sheets (2024 table has no marker)
W21-2,FRESH OIL,Temporary Traffic Control Signs,FRESH_OIL_W21-2.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W21-2 in the 2004/2012 sheets (2024 table has no marker)
W21-2,FRESH TAR,Temporary Traffic Control Signs,FRESH_TAR_W21-2.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W21-2 in the 2004/2012 sheets (2024 table has no marker)
W21-3,ROAD MACHINERY AHEAD,Temporary Traffic Control Signs,ROAD_MACHINERY_AHEAD_W21-3.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-3 in the 2004/2012 sheets (2024 table has no marker)
W21-4,SLOW MOVING VEHICLE,Temporary Traffic Control Signs,SLOW_MOVING_VEHICLE_W21-4.svg,2024 Edition,36.0x18.0 in,
W21-5,SHOULDER WORK,Temporary Traffic Control Signs,SHOULDER_WORK_W21-5.svg,2024 Edition,42.4x42.0 in,size 30 in: conventional-road row for W21-5 in the 2004/2012 sheets (2024 table has no marker)
W21-5aL,SHOULDER CLOSED,Temporary Traffic Control Signs,SHOULDER_CLOSED_W21-5aL.svg,2024 Edition,50.9x50.5 in,size 36 in: conventional-road row for W21-5a in the 2004/2012 sheets (2024 table has no marker)
