code,name,family,file,size,source,notes
M2_ex5,panonceaux d'étendue,M Panonceaux,M Panonceaux/PANONCEAUX_D_ETENDUE_M2_ex5.svg,721x205 mm,Panonceaux_M/Type_M2/M2_ex5.svg,drawn 144.2x41.1 mm at 1:5; name from IISR 1e partie
M3a1,position de la voie concernée par le panneau complété,M Panonceaux,M Panonceaux/POSITION_DE_LA_VOIE_CONCERNEE_PAR_LE_PANNEAU_COMPLETE_M3a1.svg,351x604 mm,Panonceaux_M/Type_M3/M3a1.svg,drawn 70.2x120.9 mm at 1:5; name from Wikipedia
M3a2,position de la voie concernée par le panneau complété,M Panonceaux,M Panonceaux/POSITION_DE_LA_VOIE_CONCERNEE_PAR_LE_PANNEAU_COMPLETE_M3a2.svg,702x177 mm,Panonceaux_M/Type_M3/M3a2.svg,drawn 140.4x35.5 mm at 1:5; 2 stroked path(s) outlined with Inkscape; 2 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M3b1,"direction à suivre, et éventuellement sur quelle distance, pour rencontrer le service indiqué par le panneau",M Panonceaux,M Panonceaux/DIRECTION_A_SUIVRE_ET_EVENTUELLEMENT_SUR_QUELLE_DISTANCE_M3b1.svg,753x101 mm,Panonceaux_M/Type_M3/M3b1.svg,drawn 150.6x20.3 mm at 1:5; 2 stroked path(s) outlined with Inkscape; 2 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M3b2,"direction à suivre, et éventuellement sur quelle distance, pour rencontrer le service indiqué par le panneau",M Panonceaux,M Panonceaux/DIRECTION_A_SUIVRE_ET_EVENTUELLEMENT_SUR_QUELLE_DISTANCE_M3b2.svg,753x103 mm,Panonceaux_M/Type_M3/M3b2.svg,drawn 150.5x20.5 mm at 1:5; 2 stroked path(s) outlined with Inkscape; 2 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M3b3,"direction à suivre, et éventuellement sur quelle distance, pour rencontrer le service indiqué par le panneau",M Panonceaux,M Panonceaux/DIRECTION_A_SUIVRE_ET_EVENTUELLEMENT_SUR_QUELLE_DISTANCE_M3b3.svg,352x103 mm,Panonceaux_M/Type_M3/M3b3.svg,drawn 70.5x20.6 mm at 1:5; name from Wikipedia
M3b4,"direction à suivre, et éventuellement sur quelle distance, pour rencontrer le service indiqué par le panneau",M Panonceaux,M Panonceaux/DIRECTION_A_SUIVRE_ET_EVENTUELLEMENT_SUR_QUELLE_DISTANCE_M3b4.svg,353x102 mm,Panonceaux_M/Type_M3/M3b4.svg,drawn 70.5x20.5 mm at 1:5; name from Wikipedia
M3d,position de la voie concernée par le panneau complété,M Panonceaux,M Panonceaux/POSITION_DE_LA_VOIE_CONCERNEE_PAR_LE_PANNEAU_COMPLETE_M3d.svg,504x354 mm,Panonceaux_M/Type_M3/M3d.svg,drawn 100.7x70.7 mm at 1:5; name from Wikipedia
M4c,"motocyclette et motocyclette légère, au sens de l'article R.311-1 du code de la route",M Panonceaux,M Panonceaux/MOTOCYCLETTE_ET_MOTOCYCLETTE_LEGERE_AU_SENS_DE_L_ARTICLE_R_M4c.svg,709x205 mm,Panonceaux_M/Type_M4/M4c.svg,drawn 141.7x41.0 mm at 1:5; name from Wikipedia
M4g,véhicule affecté au transport de marchandises,M Panonceaux,M Panonceaux/VEHICULE_AFFECTE_AU_TRANSPORT_DE_MARCHANDISES_M4g.svg,350x178 mm,Panonceaux_M/Type_M4/M4g.svg,drawn 70.0x35.5 mm at 1:5; name from Wikipedia
M4h,"véhicule, véhicule articulé, train double ou ensemble de véhicules affectés au transport de marchandises et dont le poids total autorisé en charge et le poids total roulant autorisé excède le nombre indiqué",M Panonceaux,M Panonceaux/VEHICULE_VEHICULE_ARTICULE_TRAIN_DOUBLE_OU_ENSEMBLE_DE_M4h.svg,503x554 mm,Panonceaux_M/Type_M4/M4h.svg,drawn 100.7x110.8 mm at 1:5; name from Wikipedia
M4i,véhicule agricole à moteur,M Panonceaux,M Panonceaux/VEHICULE_AGRICOLE_A_MOTEUR_M4i.svg,503x354 mm,Panonceaux_M/Type_M4/M4i.svg,drawn 100.6x70.8 mm at 1:5; name from Wikipedia
M4j,véhicule équipé de chaîne à neige,M Panonceaux,M Panonceaux/VEHICULE_EQUIPE_DE_CHAINE_A_NEIGE_M4j.svg,503x353 mm,Panonceaux_M/Type_M4/M4j.svg,drawn 100.6x70.6 mm at 1:5; name from Wikipedia
M4k,"véhicule transportant des marchandises explosives ou facilement inflammables, de nature et en quantité définies par l'arrêté du relatif au transport des marchandises dangereuses par route, et signalés comme tels",M Panonceaux,M Panonceaux/VEHICULE_TRANSPORTANT_DES_MARCHANDISES_EXPLOSIVES_OU_M4k.svg,504x353 mm,Panonceaux_M/Type_M4/M4k.svg,drawn 100.8x70.6 mm at 1:5; name from Wikipedia
M4l,"véhicule transportant des marchandises de nature à polluer les eaux, de nature et en quantité définies par l'arrêté du relatif au transport des marchandises dangereuses par route, et signalés comme tels",M Panonceaux,M Panonceaux/VEHICULE_TRANSPORTANT_DES_MARCHANDISES_DE_NATURE_A_POLLUER_M4l.svg,503x354 mm,Panonceaux_M/Type_M4/M4l.svg,drawn 100.6x70.8 mm at 1:5; name from Wikipedia
M4m,"véhicule transportant des marchandises dangereuses définies par l'arrêté du relatif au transport des marchandises dangereuses par route, et signalés comme tels",M Panonceaux,M Panonceaux/VEHICULE_TRANSPORTANT_DES_MARCHANDISES_DANGEREUSES_DEFINIES_M4m.svg,503x354 mm,Panonceaux_M/Type_M4/M4m.svg,drawn 100.6x70.8 mm at 1:5; name from Wikipedia
M4n,installation aménagée pour handicapés physiques,M Panonceaux,M Panonceaux/INSTALLATION_AMENAGEE_POUR_HANDICAPES_PHYSIQUES_M4n.svg,605x353 mm,Panonceaux_M/Type_M4/M4n.svg,drawn 120.9x70.7 mm at 1:5; name from Wikipedia
M4p,piétons,M Panonceaux,M Panonceaux/PIETONS_M4p.svg,504x354 mm,Panonceaux_M/Type_M4/M4p.svg,drawn 100.9x70.7 mm at 1:5; name from Wikipedia
M4q,"véhicule, véhicule articulés, train double ou ensemble de véhicules dont la longueur est supérieure au nombre indiqué",M Panonceaux,M Panonceaux/VEHICULE_VEHICULE_ARTICULES_TRAIN_DOUBLE_OU_ENSEMBLE_DE_M4q.svg,503x353 mm,Panonceaux_M/Type_M4/M4q.svg,drawn 100.6x70.6 mm at 1:5; name from Wikipedia
M4r,véhicule pesant sur un essieu plus que le nombre indiqué,M Panonceaux,M Panonceaux/VEHICULE_PESANT_SUR_UN_ESSIEU_PLUS_QUE_LE_NOMBRE_INDIQUE_M4r.svg,504x354 mm,Panonceaux_M/Type_M4/M4r.svg,drawn 100.9x70.8 mm at 1:5; name from Wikipedia
M4s,véhicule à traction animale,M Panonceaux,M Panonceaux/VEHICULE_A_TRACTION_ANIMALE_M4s.svg,503x203 mm,Panonceaux_M/Type_M4/M4s.svg,drawn 100.6x40.6 mm at 1:5; name from Wikipedia
M4t,charrettes à bras,M Panonceaux,M Panonceaux/CHARRETTES_A_BRAS_M4t.svg,503x202 mm,Panonceaux_M/Type_M4/M4t.svg,drawn 100.6x40.4 mm at 1:5; name from Wikipedia
M4u,"véhicule dont la largeur, chargement compris, est supérieure au nombre indiqué",M Panonceaux,M Panonceaux/VEHICULE_DONT_LA_LARGEUR_CHARGEMENT_COMPRIS_EST_SUPERIEURE_M4u.svg,504x204 mm,Panonceaux_M/Type_M4/M4u.svg,drawn 100.9x40.7 mm at 1:5; name from Wikipedia
M4v,"véhicule dont la hauteur, chargement compris, est supérieure au nombre indiqué",M Panonceaux,M Panonceaux/VEHICULE_DONT_LA_HAUTEUR_CHARGEMENT_COMPRIS_EST_SUPERIEURE_M4v.svg,503x353 mm,Panonceaux_M/Type_M4/M4v.svg,drawn 100.5x70.7 mm at 1:5; name from Wikipedia
M4w,véhicule tractant une remorque dont le poids total autorisé en charge dépasse,M Panonceaux,M Panonceaux/VEHICULE_TRACTANT_UNE_REMORQUE_DONT_LE_POIDS_TOTAL_AUTORISE_M4w.svg,503x204 mm,Panonceaux_M/Type_M4/M4w.svg,drawn 100.7x40.7 mm at 1:5; name from Wikipedia
M4x,"véhicule tractant une caravane ou une remorque de plus de et dont le poids total roulant, véhicule plus remorque, n'excède pas",M Panonceaux,M Panonceaux/VEHICULE_TRACTANT_UNE_CARAVANE_OU_UNE_REMORQUE_DE_PLUS_DE_M4x.svg,704x204 mm,Panonceaux_M/Type_M4/M4x.svg,drawn 140.8x40.9 mm at 1:5; name from Wikipedia
M4y,cavaliers,M Panonceaux,M Panonceaux/CAVALIERS_M4y.svg,350x175 mm,Panonceaux_M/Type_M4/M4y.svg,drawn 70.0x35.0 mm at 1:5; name from Wikipedia
M4z,véhicules bénéficiant du label « autopartage,M Panonceaux,M Panonceaux/VEHICULES_BENEFICIANT_DU_LABEL_AUTOPARTAGE_M4z.svg,704x354 mm,Panonceaux_M/Type_M4/M4z.svg,drawn 140.7x70.7 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M5a,panonceaux relatifs au stop,M Panonceaux,M Panonceaux/PANONCEAUX_RELATIFS_AU_STOP_M5a.svg,504x506 mm,Panonceaux_M/Type_M5/M5a.svg,drawn 100.8x101.2 mm at 1:5; name from IISR 1e partie
M5b,panonceaux relatifs au stop,M Panonceaux,M Panonceaux/PANONCEAUX_RELATIFS_AU_STOP_M5b.svg,503x154 mm,Panonceaux_M/Type_M5/M5b.svg,drawn 100.6x30.7 mm at 1:5; name from IISR 1e partie
M6a,ils indiquent que le stationnement ou l'arrêt est gênant au sens de l'article R,M Panonceaux,M Panonceaux/ILS_INDIQUENT_QUE_LE_STATIONNEMENT_OU_L_ARRET_EST_GENANT_AU_M6a.svg,505x155 mm,Panonceaux_M/Type_M6/M6a.svg,drawn 101.0x31.1 mm at 1:5; name from IISR 4e partie
M6b_ex,ils concernent le stationnement unilatéral à alternance semi-mensuelle et peuvent être associés au panneau B6a1 ou B6a2,M Panonceaux,M Panonceaux/ILS_CONCERNENT_LE_STATIONNEMENT_UNILATERAL_A_ALTERNANCE_M6b_ex.svg,506x205 mm,Panonceaux_M/Type_M6/M6b_ex.svg,drawn 101.2x41.0 mm at 1:5; name from IISR 4e partie
M6c_ex1,ils concernent le stationnement à durée limitée contrôlé par disque,M Panonceaux,M Panonceaux/ILS_CONCERNENT_LE_STATIONNEMENT_A_DUREE_LIMITEE_CONTROLE_M6c_ex1.svg,504x357 mm,Panonceaux_M/Type_M6/M6c_ex1.svg,drawn 100.9x71.4 mm at 1:5; name from IISR 4e partie
M6c_ex2,ils concernent le stationnement à durée limitée contrôlé par disque,M Panonceaux,M Panonceaux/ILS_CONCERNENT_LE_STATIONNEMENT_A_DUREE_LIMITEE_CONTROLE_M6c_ex2.svg,705x206 mm,Panonceaux_M/Type_M6/M6c_ex2.svg,drawn 141.1x41.3 mm at 1:5; name from IISR 4e partie
M6d_ex1,stationnement payant avec parcmètre,M Panonceaux,M Panonceaux/STATIONNEMENT_PAYANT_AVEC_PARCMETRE_M6d_ex1.svg,507x205 mm,Panonceaux_M/Type_M6/M6d_ex1.svg,drawn 101.4x41.0 mm at 1:5; name from Wikipedia
M6d_ex2,stationnement payant avec parcmètre,M Panonceaux,M Panonceaux/STATIONNEMENT_PAYANT_AVEC_PARCMETRE_M6d_ex2.svg,507x205 mm,Panonceaux_M/Type_M6/M6d_ex2.svg,drawn 101.4x41.0 mm at 1:5; name from Wikipedia
M6e_ex,stationnement payant avec parcmètre,M Panonceaux,M Panonceaux/STATIONNEMENT_PAYANT_AVEC_PARCMETRE_M6e_ex.svg,704x204 mm,Panonceaux_M/Type_M6/M6e_ex.svg,drawn 140.9x40.8 mm at 1:5; name from Wikipedia
M6f_ex1,ils comportent des précisions concernant l'interdiction (cf,M Panonceaux,M Panonceaux/ILS_COMPORTENT_DES_PRECISIONS_CONCERNANT_L_INTERDICTION_CF_M6f_ex1.svg,504x206 mm,Panonceaux_M/Type_M6/M6f_ex1.svg,drawn 100.9x41.2 mm at 1:5; name from IISR 4e partie
M6f_ex2,ils comportent des précisions concernant l'interdiction (cf,M Panonceaux,M Panonceaux/ILS_COMPORTENT_DES_PRECISIONS_CONCERNANT_L_INTERDICTION_CF_M6f_ex2.svg,505x204 mm,Panonceaux_M/Type_M6/M6f_ex2.svg,drawn 101.0x40.9 mm at 1:5; name from IISR 4e partie
M6f_ex3,ils comportent des précisions concernant l'interdiction (cf,M Panonceaux,M Panonceaux/ILS_COMPORTENT_DES_PRECISIONS_CONCERNANT_L_INTERDICTION_CF_M6f_ex3.svg,503x204 mm,Panonceaux_M/Type_M6/M6f_ex3.svg,drawn 100.5x40.8 mm at 1:5; name from IISR 4e partie
M6h,stationnement ou arrêt réservé aux véhicules utilisés par les personnes handicapées à mobilité réduite. Il comporte l'inscription,M Panonceaux,M Panonceaux/STATIONNEMENT_OU_ARRET_RESERVE_AUX_VEHICULES_UTILISES_PAR_M6h.svg,506x262 mm,Panonceaux_M/Type_M6/M6h.svg,drawn 101.2x52.4 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M6i_ex1,stationnement réservé aux véhicules électriques pendant la durée de recharge de leurs accumulateurs,M Panonceaux,M Panonceaux/STATIONNEMENT_RESERVE_AUX_VEHICULES_ELECTRIQUES_PENDANT_LA_M6i_ex1.svg,503x353 mm,Panonceaux_M/Type_M6/M6i_ex1.svg,drawn 100.7x70.6 mm at 1:5; name from Wikipedia
M6i_ex2,stationnement réservé aux véhicules électriques pendant la durée de recharge de leurs accumulateurs,M Panonceaux,M Panonceaux/STATIONNEMENT_RESERVE_AUX_VEHICULES_ELECTRIQUES_PENDANT_LA_M6i_ex2.svg,503x353 mm,Panonceaux_M/Type_M6/M6i_ex2.svg,drawn 100.7x70.6 mm at 1:5; name from Wikipedia
M6j,ils signalent que le stationnement est réservé aux véhicules bénéficiant du label,M Panonceaux,M Panonceaux/ILS_SIGNALENT_QUE_LE_STATIONNEMENT_EST_RESERVE_AUX_M6j.svg,654x200 mm,Panonceaux_M/Type_M6/M6j.svg,drawn 130.9x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from IISR 4e partie
M7_ex1,panonceaux schémas,M Panonceaux,M Panonceaux/PANONCEAUX_SCHEMAS_M7_ex1.svg,254x255 mm,Panonceaux_M/Type_M7/M7_ex1.svg,drawn 50.8x51.0 mm at 1:5; name from IISR 1e partie
M7_ex2,panonceaux schémas,M Panonceaux,M Panonceaux/PANONCEAUX_SCHEMAS_M7_ex2.svg,239x239 mm,Panonceaux_M/Type_M7/M7_ex2.svg,drawn 47.7x47.8 mm at 1:5; name from IISR 1e partie
M7_ex3,panonceaux schémas,M Panonceaux,M Panonceaux/PANONCEAUX_SCHEMAS_M7_ex3.svg,259x259 mm,Panonceaux_M/Type_M7/M7_ex3.svg,drawn 51.8x51.7 mm at 1:5; name from IISR 1e partie
M8a,section après le panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_APRES_LE_PANNEAU_SUR_LAQUELLE_S_APPLIQUE_LA_M8a.svg,203x504 mm,Panonceaux_M/Type_M8/M8a.svg,drawn 40.6x100.9 mm at 1:5; name from Wikipedia
M8a_bis,section après le panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_APRES_LE_PANNEAU_SUR_LAQUELLE_S_APPLIQUE_LA_M8a_bis.svg,199x500 mm,Panonceaux_M/Type_M8/M8a_bis.svg,drawn 39.9x99.9 mm at 1:5; name from Wikipedia
M8ad,section après le panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_APRES_LE_PANNEAU_SUR_LAQUELLE_S_APPLIQUE_LA_M8ad.svg,350x550 mm,Panonceaux_M/Type_M8/M8ad.svg,drawn 70.0x110.0 mm at 1:5; name from Wikipedia
M8b,section avant le panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_AVANT_LE_PANNEAU_SUR_LAQUELLE_S_APPLIQUE_LA_M8b.svg,204x503 mm,Panonceaux_M/Type_M8/M8b.svg,drawn 40.7x100.7 mm at 1:5; name from Wikipedia
M8c,section de part et d'autre du panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_DE_PART_ET_D_AUTRE_DU_PANNEAU_SUR_LAQUELLE_S_M8c.svg,201x499 mm,Panonceaux_M/Type_M8/M8c.svg,drawn 40.1x99.8 mm at 1:5; 1 stroked path(s) outlined with Inkscape; name from Wikipedia
M8c_bis,section de part et d'autre du panneau sur laquelle s'applique la prescription,M Panonceaux,M Panonceaux/SECTION_DE_PART_ET_D_AUTRE_DU_PANNEAU_SUR_LAQUELLE_S_M8c_bis.svg,200x700 mm,Panonceaux_M/Type_M8/M8c_bis.svg,drawn 40.0x140.0 mm at 1:5; name from Wikipedia
M8d-bis,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8d-bis.svg,500x200 mm,Panonceaux_M/Type_M8/M8d-bis.svg,drawn 100.0x40.0 mm at 1:5; name from IISR 1e partie
M8d,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8d.svg,500x200 mm,Panonceaux_M/Type_M8/M8d.svg,drawn 100.1x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M8d_bis,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8d_bis.svg,505x205 mm,Panonceaux_M/Type_M8/M8d_bis.svg,drawn 100.9x41.1 mm at 1:5; name from IISR 1e partie
M8e,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8e.svg,500x200 mm,Panonceaux_M/Type_M8/M8e.svg,drawn 100.1x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M8e_bis,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8e_bis.svg,500x200 mm,Panonceaux_M/Type_M8/M8e_bis.svg,drawn 100.1x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M8f,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8f.svg,700x200 mm,Panonceaux_M/Type_M8/M8f.svg,drawn 140.0x40.0 mm at 1:5; name from IISR 1e partie
M8f_bis,panonceaux d'application des prescriptions concernant les panneaux de stationnement et d'arrêts,M Panonceaux,M Panonceaux/PANONCEAUX_D_APPLICATION_DES_PRESCRIPTIONS_CONCERNANT_LES_M8f_bis.svg,700x200 mm,Panonceaux_M/Type_M8/M8f_bis.svg,drawn 140.0x40.0 mm at 1:5; name from IISR 1e partie
M9j2,risque de heurt de véhicules lents en montée,M Panonceaux,M Panonceaux/RISQUE_DE_HEURT_DE_VEHICULES_LENTS_EN_MONTEE_M9j2.svg,902x502 mm,Panonceaux_M/Type_M9/M9j2.svg,drawn 180.4x100.4 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from Wikipedia
M9v2,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9v2.svg,700x350 mm,Panonceaux_M/Type_M9/M9v2.svg,drawn 140.0x70.0 mm at 1:5; name from IISR 1e partie
M9z_ex1,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex1.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex1.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex10,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex10.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex10.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex11,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex11.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex11.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex12,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex12.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex12.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex13,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex13.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex13.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex14,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex14.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex14.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex15,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex15.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex15.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex16,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex16.svg,700x200 mm,Panonceaux_M/Type_M9/M9z_ex16.svg,drawn 140.0x40.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex2,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex2.svg,600x350 mm,Panonceaux_M/Type_M9/M9z_ex2.svg,drawn 120.0x70.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex3,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex3.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex3.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex4,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex4.svg,900x250 mm,Panonceaux_M/Type_M9/M9z_ex4.svg,drawn 180.0x50.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex5,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex5.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex5.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex6,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex6.svg,900x250 mm,Panonceaux_M/Type_M9/M9z_ex6.svg,drawn 180.0x50.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex7,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex7.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex7.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex8,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex8.svg,900x500 mm,Panonceaux_M/Type_M9/M9z_ex8.svg,drawn 180.0x100.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9z_ex9,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9z_ex9.svg,900x250 mm,Panonceaux_M/Type_M9/M9z_ex9.svg,drawn 180.0x50.0 mm at 1:5; 1 stroked path(s) outlined with Inkscape; 1 unfilled closed outline(s) filled white (drawn on a white page); name from IISR 1e partie
M9zex1cdr,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9zex1cdr.svg,354x102 mm,Panonceaux_M/Type_M9/M9zex1cdr.svg,drawn 70.8x20.5 mm at 1:5; name from IISR 1e partie
M9zG2,panonceaux d'indications diverses,M Panonceaux,M Panonceaux/PANONCEAUX_D_INDICATIONS_DIVERSES_M9zG2.svg,453x254 mm,Panonceaux_M/Type_M9/M9zG2.svg,drawn 90.6x50.8 mm at 1:5; name from IISR 1e partie
SC10,Symbole,S Symboles,S Symboles/SYMBOLE_SC10.svg,625x625 mm,Symboles_SC/SC10.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC11,Symbole,S Symboles,S Symboles/SYMBOLE_SC11.svg,625x625 mm,Symboles_SC/SC11.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC12,Symbole,S Symboles,S Symboles/SYMBOLE_SC12.svg,625x625 mm,Symboles_SC/SC12.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC13,Symbole,S Symboles,S Symboles/SYMBOLE_SC13.svg,625x625 mm,Symboles_SC/SC13.svg,drawn 125.0x125.0 mm at 1:5; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
SC14,Symbole,S Symboles,S Symboles/SYMBOLE_SC14.svg,625x625 mm,Symboles_SC/SC14.svg,drawn 125.0x125.0 mm at 1:5; 7 stroked path(s) outlined with Inkscape; name is the series' generic title (no sign title found in the IISR text or the Wikipedia lists)
